filename	path	sliced_path	bytes
m84046_230712_231732_s2.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi/m84046_230712_231732_s2.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi	59283853693
m84046_230623_203534_s4.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi/m84046_230623_203534_s4.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi	240888748318
m84046_230627_204123_s2.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi/m84046_230627_204123_s2.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi	221185985361
m84046_230627_201017_s1.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi/m84046_230627_201017_s1.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi	197239772357
m84046_230701_000218_s4.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi/m84046_230701_000218_s4.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/NA19443/raw_data/PacBio_HiFi	114700901484
m64076_211218_173901.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/m64076_211218_173901.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi	155029907248
m64076_211214_012715.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/m64076_211214_012715.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi	148278116361
m64076_211217_081943.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/m64076_211217_081943.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi	160324197934
m64076_211215_225159.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/m64076_211215_225159.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi	148812232714
m64076_211221_015212.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi/m64076_211221_015212.hifi_reads.bam	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/PacBio_HiFi	155165891406
m64076_220914_214248-bc2060.5mc.hifi_reads.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m64076_220914_214248-bc2060.5mc.hifi_reads.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi	163390183143
m64076_220916_183810-bc2060.5mc.hifi_reads.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m64076_220916_183810-bc2060.5mc.hifi_reads.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi	155687003070
m64076_220918_143117-bc2060.5mc.hifi_reads.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m64076_220918_143117-bc2060.5mc.hifi_reads.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi	160788825187
m84046_230522_234602_s2.hifi_reads.bc2060.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m84046_230522_234602_s2.hifi_reads.bc2060.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi	94483308219
m84046_230623_210640_s1.hifi_reads.bc2060.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2060.bam	s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi	69331179868
m84046_230428_224315_s2.hifi_reads.bc2091.bam	s3://human-pangenomics/working/HPRC/NA19700/raw_data/PacBio_HiFi/m84046_230428_224315_s2.hifi_reads.bc2091.bam	s3://human-pangenomics/working/HPRC/NA19700/raw_data/PacBio_HiFi	185686496469
