HG03710.m64043_210514_184131.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210514_184131.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2	24763408112
HG03710.m64043_210516_020821.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210516_020821.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2	26399950953
HG03710.m64043_210517_175123.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210517_175123.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2	24460627382
HG01934.m64136_210723_184622.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210723_184622.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2	23161441985
HG01934.m64136_210725_054129.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210725_054129.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2	24472454267
HG01934.m64136_210726_163800.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210726_163800.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2	19390528258
HG01934.m64136_210728_163638.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210728_163638.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2	24500254347
NA19185.m64055e_220902_174345.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220902_174345.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2	40501425659
NA19185.m64055e_220907_174608.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220907_174608.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2	40387129171
NA19185.m64055e_220909_131447.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220909_131447.dc.q20.fastq.gz	s3://human-pangenomics/working/HPRC/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2	42670171052
