log	filename	manifest	status	throughput
s3_transfer_9723119_10.log	HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	./manifest_9723119_10.csv	0	6.3GiB/s
s3_transfer_9723119_11.log			1	
s3_transfer_9723119_12.log			1	
s3_transfer_9723119_13.log			1	
s3_transfer_9723119_14.log			1	
s3_transfer_9723119_15.log			1	
s3_transfer_9723119_16.log			1	
s3_transfer_9723119_17.log	HG01784.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam	./manifest_9723119_17.csv	0	347.1MiB/s
s3_transfer_9723119_18.log	HG02976.lymph.m84081_240531_190112_s1.flnc.bam	./manifest_9723119_18.csv	0	103.4MiB/s
s3_transfer_9723119_19.log	HG01975.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	./manifest_9723119_19.csv	0	40.1MiB/s
s3_transfer_9723119_1.log	HG00706.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	./manifest_9723119_1.csv	0	142.4MiB/s
s3_transfer_9723119_20.log	HG03225.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	./manifest_9723119_20.csv	0	86.4MiB/s
s3_transfer_9723119_21.log	HG00329.lymph.m84203_240912_223637_s3-m84203_240913_003604_s4.flnc.bam	./manifest_9723119_21.csv	0	139.2MiB/s
s3_transfer_9723119_22.log	HG00544.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	./manifest_9723119_22.csv	0	4.3GiB/s
s3_transfer_9723119_23.log	HG02622.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	./manifest_9723119_23.csv	0	191.5MiB/s
s3_transfer_9723119_24.log	HG01167.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam	./manifest_9723119_24.csv	0	137.3MiB/s
s3_transfer_9723119_25.log	HG02630.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	./manifest_9723119_25.csv	0	89.8MiB/s
s3_transfer_9723119_26.log	HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	./manifest_9723119_26.csv	0	206.0MiB/s
s3_transfer_9723119_27.log	HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	./manifest_9723119_27.csv	0	234.8MiB/s
s3_transfer_9723119_28.log	NA18505.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	./manifest_9723119_28.csv	0	20.7MiB/s
s3_transfer_9723119_29.log	HG04204.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	./manifest_9723119_29.csv	0	318.0MiB/s
s3_transfer_9723119_2.log	HG02040.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	./manifest_9723119_2.csv	0	233.3MiB/s
s3_transfer_9723119_30.log	HG01981.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	./manifest_9723119_30.csv	0	154.5MiB/s
s3_transfer_9723119_31.log	HG02886.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	./manifest_9723119_31.csv	0	53.8MiB/s
s3_transfer_9723119_32.log	HG00321.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	./manifest_9723119_32.csv	0	80.4MiB/s
s3_transfer_9723119_33.log	HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	./manifest_9723119_33.csv	0	141.1MiB/s
s3_transfer_9723119_34.log	HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	./manifest_9723119_34.csv	0	48.5MiB/s
s3_transfer_9723119_35.log	HG01150.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	./manifest_9723119_35.csv	0	23.3MiB/s
s3_transfer_9723119_36.log	HG04228.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	./manifest_9723119_36.csv	0	620.8MiB/s
s3_transfer_9723119_37.log	HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	./manifest_9723119_37.csv	0	503.5MiB/s
s3_transfer_9723119_38.log	HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	./manifest_9723119_38.csv	0	64.9MiB/s
s3_transfer_9723119_39.log	HG02572.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	./manifest_9723119_39.csv	0	1003.3MiB/s
s3_transfer_9723119_3.log	HG00642.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	./manifest_9723119_3.csv	0	153.6MiB/s
s3_transfer_9723119_40.log	HG01346.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	./manifest_9723119_40.csv	0	207.7MiB/s
s3_transfer_9723119_41.log	NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	./manifest_9723119_41.csv	0	77.3MiB/s
s3_transfer_9723119_42.log	HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	./manifest_9723119_42.csv	0	29.8MiB/s
s3_transfer_9723119_43.log	HG03041.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	./manifest_9723119_43.csv	0	200.3MiB/s
s3_transfer_9723119_44.log	HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	./manifest_9723119_44.csv	0	113.9MiB/s
s3_transfer_9723119_45.log	HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	./manifest_9723119_45.csv	0	104.8MiB/s
s3_transfer_9723119_46.log	NA18522.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	./manifest_9723119_46.csv	0	372.0MiB/s
s3_transfer_9723119_47.log	NA21110.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	./manifest_9723119_47.csv	0	48.6MiB/s
s3_transfer_9723119_48.log	HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	./manifest_9723119_48.csv	0	71.1MiB/s
s3_transfer_9723119_49.log	HG03927.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	./manifest_9723119_49.csv	0	41.7MiB/s
s3_transfer_9723119_4.log	HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	./manifest_9723119_4.csv	0	76.4MiB/s
s3_transfer_9723119_50.log	NA21106.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	./manifest_9723119_50.csv	0	27.1MiB/s
s3_transfer_9723119_51.log	HG02809.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	./manifest_9723119_51.csv	0	204.4MiB/s
s3_transfer_9723119_52.log	NA18608.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	./manifest_9723119_52.csv	0	142.1MiB/s
s3_transfer_9723119_53.log	HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	./manifest_9723119_53.csv	0	203.7MiB/s
s3_transfer_9723119_54.log	HG01192.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	./manifest_9723119_54.csv	0	154.3MiB/s
s3_transfer_9723119_55.log	HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	./manifest_9723119_55.csv	0	32.7MiB/s
s3_transfer_9723119_56.log	HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	./manifest_9723119_56.csv	0	592.8MiB/s
s3_transfer_9723119_5.log	HG01081.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	./manifest_9723119_5.csv	0	580.9MiB/s
s3_transfer_9723119_6.log	HG03831.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	./manifest_9723119_6.csv	0	144.8MiB/s
s3_transfer_9723119_7.log	HG02647.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	./manifest_9723119_7.csv	0	84.8MiB/s
s3_transfer_9723119_8.log	HG02257.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	./manifest_9723119_8.csv	0	176.7MiB/s
s3_transfer_9723119_9.log	HG03195.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	./manifest_9723119_9.csv	0	178.6MiB/s
